plot_id,survey_year,survey_month,survey_day,plot_radius,latitude_y,longitude_x,georef_source,georef_accuracy,coord_epsg,data_subsource,data_source,survey_method,fcover_scale,survey_purpose,geometry,admin_unit,admin_country,fire_years,bioclim_subzone,duplicated_coords,duplicated_date
BARR_011.basePlot.div.40.3.1,2021,7,23,1,71.303116,-156.62361,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.6236114501953 71.30311584472653),Alaska,United States of America,,3,,"['BARR_011.basePlot.div.31.1.1', 'BARR_011.basePlot.div.32.2.1', 'BARR_011.basePlot.div.32.4.1', 'BARR_011.basePlot.div.40.1.1', 'BARR_011.basePlot.div.40.3.1', 'BARR_011.basePlot.div.41.4.1', 'BARR_014.basePlot.div.31.1.1', 'BARR_014.basePlot.div.32.2.1', 'BARR_014.basePlot.div.32.4.1', 'BARR_014.basePlot.div.40.1.1', 'BARR_014.basePlot.div.40.3.1', 'BARR_014.basePlot.div.41.4.1', 'BARR_018.basePlot.div.31.1.1', 'BARR_018.basePlot.div.32.2.1', 'BARR_018.basePlot.div.32.4.1', 'BARR_018.basePlot.div.40.1.1', 'BARR_018.basePlot.div.40.3.1', 'BARR_018.basePlot.div.41.4.1', 'BARR_024.basePlot.div.31.1.1', 'BARR_024.basePlot.div.32.2.1', 'BARR_024.basePlot.div.32.4.1', 'BARR_024.basePlot.div.40.1.1', 'BARR_024.basePlot.div.40.3.1', 'BARR_024.basePlot.div.41.4.1', 'BARR_052.basePlot.div.31.1.1', 'BARR_052.basePlot.div.32.2.1', 'BARR_052.basePlot.div.32.4.1', 'BARR_052.basePlot.div.40.1.1', 'BARR_052.basePlot.div.40.3.1', 'BARR_052.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.31.1.1', 'TOOL_004.basePlot.div.40.1.1', 'TOOL_004.basePlot.div.40.3.1']"
BARR_011.basePlot.div.41.4.1,2021,7,23,1,71.303116,-156.62308,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.62307739257812 71.30311584472653),Alaska,United States of America,,3,,"['BARR_011.basePlot.div.31.1.1', 'BARR_011.basePlot.div.32.2.1', 'BARR_011.basePlot.div.32.4.1', 'BARR_011.basePlot.div.40.1.1', 'BARR_011.basePlot.div.40.3.1', 'BARR_011.basePlot.div.41.4.1', 'BARR_014.basePlot.div.31.1.1', 'BARR_014.basePlot.div.32.2.1', 'BARR_014.basePlot.div.32.4.1', 'BARR_014.basePlot.div.40.1.1', 'BARR_014.basePlot.div.40.3.1', 'BARR_014.basePlot.div.41.4.1', 'BARR_018.basePlot.div.31.1.1', 'BARR_018.basePlot.div.32.2.1', 'BARR_018.basePlot.div.32.4.1', 'BARR_018.basePlot.div.40.1.1', 'BARR_018.basePlot.div.40.3.1', 'BARR_018.basePlot.div.41.4.1', 'BARR_024.basePlot.div.31.1.1', 'BARR_024.basePlot.div.32.2.1', 'BARR_024.basePlot.div.32.4.1', 'BARR_024.basePlot.div.40.1.1', 'BARR_024.basePlot.div.40.3.1', 'BARR_024.basePlot.div.41.4.1', 'BARR_052.basePlot.div.31.1.1', 'BARR_052.basePlot.div.32.2.1', 'BARR_052.basePlot.div.32.4.1', 'BARR_052.basePlot.div.40.1.1', 'BARR_052.basePlot.div.40.3.1', 'BARR_052.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.31.1.1', 'TOOL_004.basePlot.div.40.1.1', 'TOOL_004.basePlot.div.40.3.1']"
BARR_012.basePlot.div.31.1.1,2021,7,24,1,71.25369,-156.38101,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.38101196289062 71.2536926269531),Alaska,United States of America,,3,,"['BARR_012.basePlot.div.31.1.1', 'BARR_012.basePlot.div.32.2.1', 'BARR_012.basePlot.div.32.4.1', 'BARR_012.basePlot.div.40.1.1', 'BARR_012.basePlot.div.40.3.1', 'BARR_012.basePlot.div.41.4.1', 'BARR_027.basePlot.div.31.1.1', 'BARR_027.basePlot.div.32.2.1', 'BARR_027.basePlot.div.32.4.1', 'BARR_027.basePlot.div.40.1.1', 'BARR_027.basePlot.div.40.3.1', 'BARR_027.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.32.2.1', 'TOOL_004.basePlot.div.32.4.1', 'TOOL_004.basePlot.div.41.4.1']"
BARR_012.basePlot.div.32.2.1,2021,7,24,1,71.25369,-156.3805,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.3804931640625 71.2536926269531),Alaska,United States of America,,3,,"['BARR_012.basePlot.div.31.1.1', 'BARR_012.basePlot.div.32.2.1', 'BARR_012.basePlot.div.32.4.1', 'BARR_012.basePlot.div.40.1.1', 'BARR_012.basePlot.div.40.3.1', 'BARR_012.basePlot.div.41.4.1', 'BARR_027.basePlot.div.31.1.1', 'BARR_027.basePlot.div.32.2.1', 'BARR_027.basePlot.div.32.4.1', 'BARR_027.basePlot.div.40.1.1', 'BARR_027.basePlot.div.40.3.1', 'BARR_027.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.32.2.1', 'TOOL_004.basePlot.div.32.4.1', 'TOOL_004.basePlot.div.41.4.1']"
BARR_012.basePlot.div.32.4.1,2021,7,24,1,71.25377,-156.38048,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.38047790527344 71.2537689208984),Alaska,United States of America,,3,,"['BARR_012.basePlot.div.31.1.1', 'BARR_012.basePlot.div.32.2.1', 'BARR_012.basePlot.div.32.4.1', 'BARR_012.basePlot.div.40.1.1', 'BARR_012.basePlot.div.40.3.1', 'BARR_012.basePlot.div.41.4.1', 'BARR_027.basePlot.div.31.1.1', 'BARR_027.basePlot.div.32.2.1', 'BARR_027.basePlot.div.32.4.1', 'BARR_027.basePlot.div.40.1.1', 'BARR_027.basePlot.div.40.3.1', 'BARR_027.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.32.2.1', 'TOOL_004.basePlot.div.32.4.1', 'TOOL_004.basePlot.div.41.4.1']"
BARR_012.basePlot.div.40.1.1,2021,7,24,1,71.25378,-156.38103,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.3810272216797 71.25377655029294),Alaska,United States of America,,3,,"['BARR_012.basePlot.div.31.1.1', 'BARR_012.basePlot.div.32.2.1', 'BARR_012.basePlot.div.32.4.1', 'BARR_012.basePlot.div.40.1.1', 'BARR_012.basePlot.div.40.3.1', 'BARR_012.basePlot.div.41.4.1', 'BARR_027.basePlot.div.31.1.1', 'BARR_027.basePlot.div.32.2.1', 'BARR_027.basePlot.div.32.4.1', 'BARR_027.basePlot.div.40.1.1', 'BARR_027.basePlot.div.40.3.1', 'BARR_027.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.32.2.1', 'TOOL_004.basePlot.div.32.4.1', 'TOOL_004.basePlot.div.41.4.1']"
BARR_012.basePlot.div.40.3.1,2021,7,24,1,71.25386,-156.38101,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.38101196289062 71.25386047363278),Alaska,United States of America,,3,,"['BARR_012.basePlot.div.31.1.1', 'BARR_012.basePlot.div.32.2.1', 'BARR_012.basePlot.div.32.4.1', 'BARR_012.basePlot.div.40.1.1', 'BARR_012.basePlot.div.40.3.1', 'BARR_012.basePlot.div.41.4.1', 'BARR_027.basePlot.div.31.1.1', 'BARR_027.basePlot.div.32.2.1', 'BARR_027.basePlot.div.32.4.1', 'BARR_027.basePlot.div.40.1.1', 'BARR_027.basePlot.div.40.3.1', 'BARR_027.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.32.2.1', 'TOOL_004.basePlot.div.32.4.1', 'TOOL_004.basePlot.div.41.4.1']"
BARR_012.basePlot.div.41.4.1,2021,7,24,1,71.25386,-156.3805,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.3804931640625 71.25386047363278),Alaska,United States of America,,3,,"['BARR_012.basePlot.div.31.1.1', 'BARR_012.basePlot.div.32.2.1', 'BARR_012.basePlot.div.32.4.1', 'BARR_012.basePlot.div.40.1.1', 'BARR_012.basePlot.div.40.3.1', 'BARR_012.basePlot.div.41.4.1', 'BARR_027.basePlot.div.31.1.1', 'BARR_027.basePlot.div.32.2.1', 'BARR_027.basePlot.div.32.4.1', 'BARR_027.basePlot.div.40.1.1', 'BARR_027.basePlot.div.40.3.1', 'BARR_027.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.32.2.1', 'TOOL_004.basePlot.div.32.4.1', 'TOOL_004.basePlot.div.41.4.1']"
BARR_013.basePlot.div.31.1.1,2021,7,22,1,71.26585,-156.60635,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.60635375976562 71.26584625244138),Alaska,United States of America,,3,,"['BARR_013.basePlot.div.31.1.1', 'BARR_013.basePlot.div.32.2.1', 'BARR_013.basePlot.div.32.4.1', 'BARR_013.basePlot.div.40.1.1', 'BARR_013.basePlot.div.40.3.1', 'BARR_013.basePlot.div.41.4.1', 'BARR_015.basePlot.div.31.1.1', 'BARR_015.basePlot.div.32.2.1', 'BARR_015.basePlot.div.32.4.1', 'BARR_015.basePlot.div.40.1.1', 'BARR_015.basePlot.div.40.3.1', 'BARR_015.basePlot.div.41.4.1', 'BARR_019.basePlot.div.31.1.1', 'BARR_019.basePlot.div.32.2.1', 'BARR_019.basePlot.div.32.4.1', 'BARR_019.basePlot.div.40.1.1', 'BARR_019.basePlot.div.40.3.1', 'BARR_019.basePlot.div.41.4.1', 'BARR_021.basePlot.div.31.1.1', 'BARR_021.basePlot.div.32.2.1', 'BARR_021.basePlot.div.32.4.1', 'BARR_021.basePlot.div.40.1.1', 'BARR_021.basePlot.div.40.3.1', 'BARR_021.basePlot.div.41.4.1', 'BARR_025.basePlot.div.31.1.1', 'BARR_025.basePlot.div.32.2.1', 'BARR_025.basePlot.div.32.4.1', 'BARR_025.basePlot.div.40.1.1', 'BARR_025.basePlot.div.40.3.1', 'BARR_025.basePlot.div.41.4.1', 'BARR_026.basePlot.div.31.1.1', 'BARR_026.basePlot.div.32.2.1', 'BARR_026.basePlot.div.32.4.1', 'BARR_026.basePlot.div.40.1.1', 'BARR_026.basePlot.div.40.3.1', 'BARR_026.basePlot.div.41.4.1', 'TOOL_006.basePlot.div.31.1.1', 'TOOL_006.basePlot.div.32.2.1', 'TOOL_006.basePlot.div.32.4.1', 'TOOL_006.basePlot.div.40.1.1', 'TOOL_006.basePlot.div.40.3.1', 'TOOL_006.basePlot.div.41.4.1']"
BARR_013.basePlot.div.32.2.1,2021,7,22,1,71.26585,-156.60582,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.60581970214844 71.26584625244136),Alaska,United States of America,,3,,"['BARR_013.basePlot.div.31.1.1', 'BARR_013.basePlot.div.32.2.1', 'BARR_013.basePlot.div.32.4.1', 'BARR_013.basePlot.div.40.1.1', 'BARR_013.basePlot.div.40.3.1', 'BARR_013.basePlot.div.41.4.1', 'BARR_015.basePlot.div.31.1.1', 'BARR_015.basePlot.div.32.2.1', 'BARR_015.basePlot.div.32.4.1', 'BARR_015.basePlot.div.40.1.1', 'BARR_015.basePlot.div.40.3.1', 'BARR_015.basePlot.div.41.4.1', 'BARR_019.basePlot.div.31.1.1', 'BARR_019.basePlot.div.32.2.1', 'BARR_019.basePlot.div.32.4.1', 'BARR_019.basePlot.div.40.1.1', 'BARR_019.basePlot.div.40.3.1', 'BARR_019.basePlot.div.41.4.1', 'BARR_021.basePlot.div.31.1.1', 'BARR_021.basePlot.div.32.2.1', 'BARR_021.basePlot.div.32.4.1', 'BARR_021.basePlot.div.40.1.1', 'BARR_021.basePlot.div.40.3.1', 'BARR_021.basePlot.div.41.4.1', 'BARR_025.basePlot.div.31.1.1', 'BARR_025.basePlot.div.32.2.1', 'BARR_025.basePlot.div.32.4.1', 'BARR_025.basePlot.div.40.1.1', 'BARR_025.basePlot.div.40.3.1', 'BARR_025.basePlot.div.41.4.1', 'BARR_026.basePlot.div.31.1.1', 'BARR_026.basePlot.div.32.2.1', 'BARR_026.basePlot.div.32.4.1', 'BARR_026.basePlot.div.40.1.1', 'BARR_026.basePlot.div.40.3.1', 'BARR_026.basePlot.div.41.4.1', 'TOOL_006.basePlot.div.31.1.1', 'TOOL_006.basePlot.div.32.2.1', 'TOOL_006.basePlot.div.32.4.1', 'TOOL_006.basePlot.div.40.1.1', 'TOOL_006.basePlot.div.40.3.1', 'TOOL_006.basePlot.div.41.4.1']"
BARR_013.basePlot.div.32.4.1,2021,7,22,1,71.26592,-156.60582,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.60581970214844 71.26592254638668),Alaska,United States of America,,3,,"['BARR_013.basePlot.div.31.1.1', 'BARR_013.basePlot.div.32.2.1', 'BARR_013.basePlot.div.32.4.1', 'BARR_013.basePlot.div.40.1.1', 'BARR_013.basePlot.div.40.3.1', 'BARR_013.basePlot.div.41.4.1', 'BARR_015.basePlot.div.31.1.1', 'BARR_015.basePlot.div.32.2.1', 'BARR_015.basePlot.div.32.4.1', 'BARR_015.basePlot.div.40.1.1', 'BARR_015.basePlot.div.40.3.1', 'BARR_015.basePlot.div.41.4.1', 'BARR_019.basePlot.div.31.1.1', 'BARR_019.basePlot.div.32.2.1', 'BARR_019.basePlot.div.32.4.1', 'BARR_019.basePlot.div.40.1.1', 'BARR_019.basePlot.div.40.3.1', 'BARR_019.basePlot.div.41.4.1', 'BARR_021.basePlot.div.31.1.1', 'BARR_021.basePlot.div.32.2.1', 'BARR_021.basePlot.div.32.4.1', 'BARR_021.basePlot.div.40.1.1', 'BARR_021.basePlot.div.40.3.1', 'BARR_021.basePlot.div.41.4.1', 'BARR_025.basePlot.div.31.1.1', 'BARR_025.basePlot.div.32.2.1', 'BARR_025.basePlot.div.32.4.1', 'BARR_025.basePlot.div.40.1.1', 'BARR_025.basePlot.div.40.3.1', 'BARR_025.basePlot.div.41.4.1', 'BARR_026.basePlot.div.31.1.1', 'BARR_026.basePlot.div.32.2.1', 'BARR_026.basePlot.div.32.4.1', 'BARR_026.basePlot.div.40.1.1', 'BARR_026.basePlot.div.40.3.1', 'BARR_026.basePlot.div.41.4.1', 'TOOL_006.basePlot.div.31.1.1', 'TOOL_006.basePlot.div.32.2.1', 'TOOL_006.basePlot.div.32.4.1', 'TOOL_006.basePlot.div.40.1.1', 'TOOL_006.basePlot.div.40.3.1', 'TOOL_006.basePlot.div.41.4.1']"
BARR_013.basePlot.div.40.1.1,2021,7,22,1,71.26593,-156.60637,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.6063690185547 71.26593017578122),Alaska,United States of America,,3,,"['BARR_013.basePlot.div.31.1.1', 'BARR_013.basePlot.div.32.2.1', 'BARR_013.basePlot.div.32.4.1', 'BARR_013.basePlot.div.40.1.1', 'BARR_013.basePlot.div.40.3.1', 'BARR_013.basePlot.div.41.4.1', 'BARR_015.basePlot.div.31.1.1', 'BARR_015.basePlot.div.32.2.1', 'BARR_015.basePlot.div.32.4.1', 'BARR_015.basePlot.div.40.1.1', 'BARR_015.basePlot.div.40.3.1', 'BARR_015.basePlot.div.41.4.1', 'BARR_019.basePlot.div.31.1.1', 'BARR_019.basePlot.div.32.2.1', 'BARR_019.basePlot.div.32.4.1', 'BARR_019.basePlot.div.40.1.1', 'BARR_019.basePlot.div.40.3.1', 'BARR_019.basePlot.div.41.4.1', 'BARR_021.basePlot.div.31.1.1', 'BARR_021.basePlot.div.32.2.1', 'BARR_021.basePlot.div.32.4.1', 'BARR_021.basePlot.div.40.1.1', 'BARR_021.basePlot.div.40.3.1', 'BARR_021.basePlot.div.41.4.1', 'BARR_025.basePlot.div.31.1.1', 'BARR_025.basePlot.div.32.2.1', 'BARR_025.basePlot.div.32.4.1', 'BARR_025.basePlot.div.40.1.1', 'BARR_025.basePlot.div.40.3.1', 'BARR_025.basePlot.div.41.4.1', 'BARR_026.basePlot.div.31.1.1', 'BARR_026.basePlot.div.32.2.1', 'BARR_026.basePlot.div.32.4.1', 'BARR_026.basePlot.div.40.1.1', 'BARR_026.basePlot.div.40.3.1', 'BARR_026.basePlot.div.41.4.1', 'TOOL_006.basePlot.div.31.1.1', 'TOOL_006.basePlot.div.32.2.1', 'TOOL_006.basePlot.div.32.4.1', 'TOOL_006.basePlot.div.40.1.1', 'TOOL_006.basePlot.div.40.3.1', 'TOOL_006.basePlot.div.41.4.1']"
BARR_013.basePlot.div.40.3.1,2021,7,22,1,71.266014,-156.60635,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.60635375976562 71.26601409912107),Alaska,United States of America,,3,,"['BARR_013.basePlot.div.31.1.1', 'BARR_013.basePlot.div.32.2.1', 'BARR_013.basePlot.div.32.4.1', 'BARR_013.basePlot.div.40.1.1', 'BARR_013.basePlot.div.40.3.1', 'BARR_013.basePlot.div.41.4.1', 'BARR_015.basePlot.div.31.1.1', 'BARR_015.basePlot.div.32.2.1', 'BARR_015.basePlot.div.32.4.1', 'BARR_015.basePlot.div.40.1.1', 'BARR_015.basePlot.div.40.3.1', 'BARR_015.basePlot.div.41.4.1', 'BARR_019.basePlot.div.31.1.1', 'BARR_019.basePlot.div.32.2.1', 'BARR_019.basePlot.div.32.4.1', 'BARR_019.basePlot.div.40.1.1', 'BARR_019.basePlot.div.40.3.1', 'BARR_019.basePlot.div.41.4.1', 'BARR_021.basePlot.div.31.1.1', 'BARR_021.basePlot.div.32.2.1', 'BARR_021.basePlot.div.32.4.1', 'BARR_021.basePlot.div.40.1.1', 'BARR_021.basePlot.div.40.3.1', 'BARR_021.basePlot.div.41.4.1', 'BARR_025.basePlot.div.31.1.1', 'BARR_025.basePlot.div.32.2.1', 'BARR_025.basePlot.div.32.4.1', 'BARR_025.basePlot.div.40.1.1', 'BARR_025.basePlot.div.40.3.1', 'BARR_025.basePlot.div.41.4.1', 'BARR_026.basePlot.div.31.1.1', 'BARR_026.basePlot.div.32.2.1', 'BARR_026.basePlot.div.32.4.1', 'BARR_026.basePlot.div.40.1.1', 'BARR_026.basePlot.div.40.3.1', 'BARR_026.basePlot.div.41.4.1', 'TOOL_006.basePlot.div.31.1.1', 'TOOL_006.basePlot.div.32.2.1', 'TOOL_006.basePlot.div.32.4.1', 'TOOL_006.basePlot.div.40.1.1', 'TOOL_006.basePlot.div.40.3.1', 'TOOL_006.basePlot.div.41.4.1']"
BARR_013.basePlot.div.41.4.1,2021,7,22,1,71.266014,-156.60582,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.60581970214844 71.26601409912107),Alaska,United States of America,,3,,"['BARR_013.basePlot.div.31.1.1', 'BARR_013.basePlot.div.32.2.1', 'BARR_013.basePlot.div.32.4.1', 'BARR_013.basePlot.div.40.1.1', 'BARR_013.basePlot.div.40.3.1', 'BARR_013.basePlot.div.41.4.1', 'BARR_015.basePlot.div.31.1.1', 'BARR_015.basePlot.div.32.2.1', 'BARR_015.basePlot.div.32.4.1', 'BARR_015.basePlot.div.40.1.1', 'BARR_015.basePlot.div.40.3.1', 'BARR_015.basePlot.div.41.4.1', 'BARR_019.basePlot.div.31.1.1', 'BARR_019.basePlot.div.32.2.1', 'BARR_019.basePlot.div.32.4.1', 'BARR_019.basePlot.div.40.1.1', 'BARR_019.basePlot.div.40.3.1', 'BARR_019.basePlot.div.41.4.1', 'BARR_021.basePlot.div.31.1.1', 'BARR_021.basePlot.div.32.2.1', 'BARR_021.basePlot.div.32.4.1', 'BARR_021.basePlot.div.40.1.1', 'BARR_021.basePlot.div.40.3.1', 'BARR_021.basePlot.div.41.4.1', 'BARR_025.basePlot.div.31.1.1', 'BARR_025.basePlot.div.32.2.1', 'BARR_025.basePlot.div.32.4.1', 'BARR_025.basePlot.div.40.1.1', 'BARR_025.basePlot.div.40.3.1', 'BARR_025.basePlot.div.41.4.1', 'BARR_026.basePlot.div.31.1.1', 'BARR_026.basePlot.div.32.2.1', 'BARR_026.basePlot.div.32.4.1', 'BARR_026.basePlot.div.40.1.1', 'BARR_026.basePlot.div.40.3.1', 'BARR_026.basePlot.div.41.4.1', 'TOOL_006.basePlot.div.31.1.1', 'TOOL_006.basePlot.div.32.2.1', 'TOOL_006.basePlot.div.32.4.1', 'TOOL_006.basePlot.div.40.1.1', 'TOOL_006.basePlot.div.40.3.1', 'TOOL_006.basePlot.div.41.4.1']"
BARR_014.basePlot.div.31.1.1,2021,7,23,1,71.29868,-156.64848,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.6484832763672 71.29868316650386),Alaska,United States of America,,3,,"['BARR_011.basePlot.div.31.1.1', 'BARR_011.basePlot.div.32.2.1', 'BARR_011.basePlot.div.32.4.1', 'BARR_011.basePlot.div.40.1.1', 'BARR_011.basePlot.div.40.3.1', 'BARR_011.basePlot.div.41.4.1', 'BARR_014.basePlot.div.31.1.1', 'BARR_014.basePlot.div.32.2.1', 'BARR_014.basePlot.div.32.4.1', 'BARR_014.basePlot.div.40.1.1', 'BARR_014.basePlot.div.40.3.1', 'BARR_014.basePlot.div.41.4.1', 'BARR_018.basePlot.div.31.1.1', 'BARR_018.basePlot.div.32.2.1', 'BARR_018.basePlot.div.32.4.1', 'BARR_018.basePlot.div.40.1.1', 'BARR_018.basePlot.div.40.3.1', 'BARR_018.basePlot.div.41.4.1', 'BARR_024.basePlot.div.31.1.1', 'BARR_024.basePlot.div.32.2.1', 'BARR_024.basePlot.div.32.4.1', 'BARR_024.basePlot.div.40.1.1', 'BARR_024.basePlot.div.40.3.1', 'BARR_024.basePlot.div.41.4.1', 'BARR_052.basePlot.div.31.1.1', 'BARR_052.basePlot.div.32.2.1', 'BARR_052.basePlot.div.32.4.1', 'BARR_052.basePlot.div.40.1.1', 'BARR_052.basePlot.div.40.3.1', 'BARR_052.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.31.1.1', 'TOOL_004.basePlot.div.40.1.1', 'TOOL_004.basePlot.div.40.3.1']"
BARR_014.basePlot.div.32.2.1,2021,7,23,1,71.29868,-156.64795,GPS,0.25,EPSG:4326,Utqiagvik-Barrow NEON,NEON,quadrat,percent,"Quantify the impacts of climate change, land use, and invasive species on terrestrial populations and processes by sampling key organism groups of various life spans and spatial distributions for standardized intercontinental comparisons; Utqiagvik was selected for its coastal north slope location, and its polygon tundra and lake ecosystems",POINT (-156.64794921875 71.29868316650386),Alaska,United States of America,,3,,"['BARR_011.basePlot.div.31.1.1', 'BARR_011.basePlot.div.32.2.1', 'BARR_011.basePlot.div.32.4.1', 'BARR_011.basePlot.div.40.1.1', 'BARR_011.basePlot.div.40.3.1', 'BARR_011.basePlot.div.41.4.1', 'BARR_014.basePlot.div.31.1.1', 'BARR_014.basePlot.div.32.2.1', 'BARR_014.basePlot.div.32.4.1', 'BARR_014.basePlot.div.40.1.1', 'BARR_014.basePlot.div.40.3.1', 'BARR_014.basePlot.div.41.4.1', 'BARR_018.basePlot.div.31.1.1', 'BARR_018.basePlot.div.32.2.1', 'BARR_018.basePlot.div.32.4.1', 'BARR_018.basePlot.div.40.1.1', 'BARR_018.basePlot.div.40.3.1', 'BARR_018.basePlot.div.41.4.1', 'BARR_024.basePlot.div.31.1.1', 'BARR_024.basePlot.div.32.2.1', 'BARR_024.basePlot.div.32.4.1', 'BARR_024.basePlot.div.40.1.1', 'BARR_024.basePlot.div.40.3.1', 'BARR_024.basePlot.div.41.4.1', 'BARR_052.basePlot.div.31.1.1', 'BARR_052.basePlot.div.32.2.1', 'BARR_052.basePlot.div.32.4.1', 'BARR_052.basePlot.div.40.1.1', 'BARR_052.basePlot.div.40.3.1', 'BARR_052.basePlot.div.41.4.1', 'TOOL_004.basePlot.div.31.1.1', 'TOOL_004.basePlot.div.40.1.1', 'TOOL_004.basePlot.div.40.3.1']"
